registro,codmes,customer_id,segmento,plazo,coddiv,importe,di,tasa,spread,personal_type,personal_id,plazo_dias,flag_vta,cutoff_date,variable_1,variable_2,variable_3,variable_4,variable_5,variable_6,variable_7,variable_8,variable_9,variable_10,variable_11,variable_12,variable_13,variable_14,variable_15,variable_16,variable_17,variable_18,variable_19,variable_20,variable_21,variable_22
DPPN-1095874,202509,0,RETAIL,3 meses,PEN,193000,0.6406,0.06,0.0011,7,27452,360,1,29/02/2024,0.981893142,,,,,0.889098295,0.736246197,0.057879647,0.945178964,0.525136587,0.980374739,0.345616821,0.769205634,B,F,A,E,E,T,R,K,Z
DPPN-2202844,202311,0,RETAIL,3 meses,PEN,283000,1.2166,0.024,0.0011,7,28860,360,1,29/02/2024,0.650894446,0.697296965,0.199529693,,,0.529498964,0.516973897,0.648591564,0.356475086,0.730286915,0.874686638,0.287639351,0.299829144,D,A,D,B,D,S,D,O,K
DPPN-357894,202401,0,RETAIL,3 meses,PEN,133000,0.2566,0.036,0.0011,7,29346,360,1,29/02/2024,0.511114454,0.334939971,0.345002237,0.273615264,0.253022148,0.148951539,0.350620847,0.348261526,0.599944692,0.242965039,0.743332259,0.916562661,0.823415326,B,B,F,A,C,L,M,F,M
DPPN-1354167,202501,0,PRIME,3 meses,PEN,214000,0.775,0.078,0.0074,7,32853,360,1,28/02/2025,0.442752524,,0.468366674,,,0.580664955,0.91105624,0.122125407,0.116968621,0.844368132,0.665399441,0.892082412,0.583240407,C,E,C,A,E,O,N,E,B
DPPN-2055248,202308,0,RETAIL,3 meses,PEN,271000,1.1398,0.029,0.0011,7,33221,360,0,29/02/2024,0.058544839,,0.999837826,,,0.757356446,0.626705112,0.326593612,0.586170717,0.177571488,0.46687949,0.851832993,0.818871327,B,F,C,L,A,H,F,K,E
DPPN-3088420,202509,0,RETAIL,3 meses,PEN,355000,1.6774,0.059,0.0011,7,33511,360,1,29/02/2024,0.872023364,0.21639357,,,,0.9363229,0.937153759,0.739772687,0.360873892,0.935007105,0.036692983,0.503107671,0.208613243,A,A,C,K,A,N,K,E,T
DPPN-2830127,202402,0,PRIME,3 meses,PEN,334000,1.543,0.088,0.0074,7,35408,360,0,28/02/2025,0.927595049,0.886943819,0.951735146,,,0.970361003,0.008255753,0.006284151,0.917170739,0.515907664,0.736309031,0.888417923,0.481200146,B,F,F,C,E,L,P,M,L
DPPN-2867026,202510,0,RETAIL,3 meses,PEN,337000,1.5622,0.025,0.0011,7,35445,360,1,29/02/2024,0.419800201,0.498594174,0.463820394,,,0.535556367,0.113894274,0.874638452,0.145161564,0.188926615,0.88637013,0.564136542,0.241484175,D,C,F,E,E,F,R,M,O
DPPN-3457410,202305,0,RETAIL,3 meses,PEN,385000,1.8694,0.089,0.0011,7,35871,360,0,29/02/2024,0.526178321,0.255719559,0.227347512,,,0.524746769,0.071843033,0.128591385,0.985309274,0.609851387,0.929812281,0.012198005,0.29806591,C,A,D,F,A,Q,B,J,C
DPPN-2682531,202501,0,PRIME,3 meses,PEN,322000,1.4662,0.089,0.0074,7,36044,360,1,28/02/2025,0.750224023,,0.865032307,,0.849929836,0.478257192,0.224453594,0.318750205,0.087078569,0.820636966,0.980676706,0.308160343,0.203324898,A,C,C,F,C,T,F,B,K
DPPN-1760056,202306,0,RETAIL,3 meses,PEN,247000,0.9862,0.024,0.0011,7,36555,360,0,29/02/2024,0.850576307,0.054238945,0.92266598,0.998893628,,0.896981209,0.812811785,0.949680688,0.069698227,0.747222069,0.917242136,0.407525383,0.574312565,B,F,A,J,E,F,O,A,J
DPPN-284096,202301,0,RETAIL,3 meses,PEN,127000,0.2182,0.061,0.0011,7,36793,360,1,29/02/2024,0.324645405,0.118200437,0.808236542,,,0.228599028,0.335507264,0.853483446,0.887854482,0.865677283,0.332730711,0.099098825,0.186930769,B,B,A,J,B,Q,L,H,M
DPPN-468591,202508,0,PRIME,3 meses,PEN,142000,0.3142,0.078,0.0074,7,37371,360,0,28/02/2025,0.641881873,,0.166961467,,,0.544491303,0.726012814,0.706493606,0.720563783,0.834109798,0.553023877,0.626655063,0.956223453,B,B,E,K,E,D,A,F,C
DPPN-431692,202509,0,RETAIL,3 meses,PEN,139000,0.295,0.048,0.0011,7,38426,360,0,29/02/2024,0.153078545,0.120227455,,,,0.14683479,0.28484523,0.876763939,0.809020091,0.447280702,0.339741911,0.135804633,0.290484506,C,D,F,E,D,D,G,I,L
DPPN-2903925,202312,0,PRIME,3 meses,PEN,340000,1.5814,0.08,0.0074,7,39640,360,0,28/02/2025,0.982683027,0.765006046,0.984505216,0.63198016,,0.127833139,0.032778014,0.106037208,0.459721566,0.807350971,0.773084235,0.025353125,0.26828909,C,F,C,H,B,C,K,G,P
DPPN-3641905,202503,0,PRIME,3 meses,PEN,400000,1.9654,0.077,0.0074,7,39961,360,1,28/02/2025,0.545611794,0.070925038,,,,0.575197376,0.935719625,0.539793131,0.784466732,0.052345227,0.868514145,0.392339314,0.894879644,C,D,A,F,B,U,L,B,C
DPPN-3973996,202312,0,RETAIL,3 meses,PEN,427000,2.1382,0.024,0.0011,7,41365,360,1,29/02/2024,0.891780777,0.121580838,0.789124185,,,0.490203005,0.848647293,0.581611587,0.723094655,0.205120235,0.226947776,0.233616784,0.262729452,D,F,B,B,A,K,C,C,Y
DPPN-1391066,202309,0,RETAIL,3 meses,PEN,217000,0.7942,0.066,0.0011,7,41587,360,0,29/02/2024,0.178546809,0.478317283,,0.160129277,,0.623732314,0.96564067,0.401730048,0.486275518,0.438578084,0.952835239,0.842351672,0.239177928,C,C,C,H,A,M,N,I,Q
DPPN-1206571,202405,0,PRIME,3 meses,PEN,202000,0.6982,0.079,0.0074,7,41941,360,0,28/02/2025,0.368653104,0.595996648,,,,0.456482393,0.007833335,0.868893213,0.513281733,0.804338305,0.804551893,0.16709248,0.49499836,D,D,A,A,E,M,A,L,L
DPPN-320995,202510,0,PRIME,3 meses,PEN,130000,0.2374,0.076,0.0074,7,42137,360,0,28/02/2025,0.725498598,0.974253433,0.307502675,0.96158505,0.670945596,0.862293637,0.138784139,0.311522765,0.755241858,0.649719224,0.288653241,0.195007277,0.377702522,B,A,A,F,E,O,L,B,P
DPPN-2940824,202501,0,RETAIL,3 meses,PEN,343000,1.6006,0.077,0.0011,7,43017,360,0,29/02/2024,0.058673121,0.990260855,0.673874648,,0.541653149,0.32040078,0.8033593,0.772030735,0.431839977,0.218851557,0.016276999,0.847547704,0.294325261,D,D,A,H,B,D,S,F,Y
DPPN-1427965,202412,0,PRIME,3 meses,PEN,220000,0.8134,0.086,0.0074,7,45641,360,1,28/02/2025,0.132324193,0.651569637,0.617199975,0.830703209,,0.239278745,0.505696879,0.858512878,0.924988948,0.442003689,0.84435838,0.751394543,0.131748323,A,F,G,F,C,P,K,G,K
DPPN-4564380,202311,0,RETAIL,3 meses,PEN,475000,2.4454,0.038,0.0011,7,45689,360,0,29/02/2024,0.655963451,0.831886455,,,,0.894390969,0.592851645,0.779487938,0.146054254,0.455244259,0.604438427,0.602944221,0.439033551,C,D,B,D,B,P,B,K,G
DPPN-4232289,202502,0,PRIME,3 meses,PEN,448000,2.2726,0.034,0.0074,7,45989,360,0,28/02/2025,0.859260215,0.6817758,0.776864605,,,0.952334424,0.955652851,0.84076632,0.053467504,0.3981109,0.406591245,0.50135977,0.800630849,B,E,B,E,A,N,L,N,Y
DPPN-2719430,202311,0,RETAIL,3 meses,PEN,325000,1.4854,0.043,0.0011,7,46071,360,1,29/02/2024,0.947529907,0.825862515,0.172892476,0.565077119,,0.755547691,0.351111774,0.041421121,0.892237043,0.64993498,0.945950356,0.882065838,0.284657032,B,A,E,I,E,G,L,B,R
DPPN-800682,202311,0,RETAIL,3 meses,PEN,169000,0.487,0.055,0.0011,7,47124,360,0,29/02/2024,0.032537292,,,0.05704537,,0.579160886,0.715614782,0.047842672,0.794970994,0.790693509,0.828675708,0.181182944,0.748645297,A,C,H,B,B,E,O,D,P
DPPN-1243470,202503,0,RETAIL,3 meses,PEN,205000,0.7174,0.059,0.0011,7,47380,360,1,29/02/2024,0.96072875,,0.280998985,0.421086827,,0.706955621,0.630204365,0.344589576,0.786574626,0.93368577,0.824887189,0.276975899,0.193033443,B,F,A,K,E,T,J,O,K
DPPN-4601279,202310,0,PRIME,3 meses,PEN,478000,2.4646,0.055,0.0074,7,47562,360,0,28/02/2025,0.834610977,0.544473604,,,0.112598077,0.854491797,0.063299446,0.802714748,0.374061873,0.732598149,0.697373827,0.503989736,0.243498613,B,A,E,I,A,B,J,K,O
DPPN-2756329,202406,0,PRIME,3 meses,PEN,328000,1.5046,0.05,0.0074,7,48660,360,0,28/02/2025,0.55878793,0.004266236,,0.504763478,0.462652263,0.886859441,0.469057104,0.823860076,0.238451049,0.03191706,0.481340356,0.288364569,0.814287528,C,E,G,E,A,D,A,G,A
DPPN-4121592,202312,0,RETAIL,3 meses,PEN,439000,2.215,0.031,0.0011,7,49988,360,1,29/02/2024,0.39108264,,0.915514965,0.012630743,,0.252179534,0.792133787,0.85355787,0.945129309,0.382989543,0.722798851,0.070118413,0.507320986,D,C,F,B,A,B,K,O,A
DPPN-247197,202411,0,PRIME,3 meses,PEN,124000,0.199,0.074,0.0074,7,50319,360,0,28/02/2025,0.308741381,0.628047489,0.271248783,0.774280236,,0.011076379,0.608525291,0.11729928,0.32855954,0.12925795,0.467329604,0.664531501,0.702067493,A,D,D,I,A,D,E,I,U
DPPN-2239743,202305,0,PRIME,3 meses,PEN,286000,1.2358,0.066,0.0074,7,51508,360,0,28/02/2025,0.598807585,0.417562036,,0.099174827,,0.852216376,0.329778683,0.588204907,0.650986263,0.149112737,0.924451538,0.13680407,0.526191895,D,B,A,L,E,I,J,F,L
DPPN-2498036,202412,0,RETAIL,3 meses,PEN,307000,1.3702,0.055,0.0011,7,51971,360,1,29/02/2024,0.745919509,0.472920958,0.712824736,,,0.01088295,0.403081727,0.036153987,0.089562079,0.913293116,0.670296709,0.972789696,0.537021426,B,F,E,I,E,U,N,N,M
DPPN-1575561,202302,0,PRIME,3 meses,PEN,232000,0.8902,0.039,0.0074,7,52095,360,1,28/02/2025,0.723250445,0.538526722,,0.693258011,,0.264416867,0.961937383,0.185467908,0.986477734,0.559771782,0.018974684,0.749594978,0.069678163,C,F,B,D,B,E,J,C,H
DPPN-1686258,202406,0,RETAIL,3 meses,PEN,241000,0.9478,0.028,0.0011,7,53913,360,0,29/02/2024,0.74601522,0.363172489,,,,0.216964416,0.217184628,0.419858736,0.982337152,0.628285546,0.352327082,0.529014583,0.967660397,A,A,G,J,A,G,C,I,G
DPPN-4306087,202507,0,PRIME,3 meses,PEN,454000,2.311,0.079,0.0074,7,55049,360,1,28/02/2025,0.487364901,0.018282621,,,,0.068450477,0.572009287,0.558275208,0.398982933,0.871515437,0.411391879,0.433090501,0.713841392,C,A,G,A,D,F,J,K,T
DPPN-4675077,202301,0,PRIME,3 meses,PEN,484000,2.503,0.025,0.0074,7,55067,360,1,28/02/2025,0.921205286,0.156776539,0.405867835,,,0.642073573,0.33785206,0.980068846,0.673045935,0.389961296,0.816374767,0.554234053,0.404941451,C,F,H,E,A,F,S,I,Y
DPPN-2424238,202511,0,RETAIL,3 meses,PEN,301000,1.3318,0.06,0.0011,7,55094,360,1,29/02/2024,0.712995911,0.770840451,0.751090089,,,0.009585674,0.708780081,0.216198506,0.520358917,0.171734122,0.129439496,0.340403679,0.390035868,C,D,C,L,D,K,H,L,G
DPPN-3789501,202301,0,PRIME,3 meses,PEN,412000,2.0422,0.036,0.0074,7,55441,360,0,28/02/2025,0.16583045,0.60563888,0.146685258,,,0.800904908,0.292102742,0.392800355,0.885558442,0.356071036,0.600598038,0.159609718,0.914638155,C,E,H,A,A,O,A,D,U
DPPN-1612460,202503,0,RETAIL,3 meses,PEN,235000,0.9094,0.073,0.0011,7,57189,360,0,29/02/2024,0.644782887,0.919304705,0.901113889,,,0.726871585,0.80077138,0.010958256,0.641744048,0.965979167,0.572270296,0.779370104,0.34552314,D,D,E,G,A,C,C,G,B
DPPN-4453683,202312,0,PRIME,3 meses,PEN,466000,2.3878,0.063,0.0074,7,57977,360,1,28/02/2025,0.608611531,0.631695526,,,,0.559425136,0.99231327,0.409096492,0.158064976,0.332930812,0.848797088,0.15019116,0.901702966,B,C,C,H,B,B,C,C,Q
DPPN-136500,202311,0,RETAIL,3 meses,PEN,115000,0.1414,0.03,0.0011,7,59205,360,1,29/02/2024,0.173451076,0.095102664,0.145629397,,0.683875088,0.769910377,0.11941918,0.528615226,0.4517851,0.461341863,0.070994463,0.544590935,0.020931199,C,E,G,I,C,O,E,N,F
DPPN-2313541,202412,0,PRIME,3 meses,PEN,292000,1.2742,0.066,0.0074,7,59236,360,0,28/02/2025,0.368303278,0.810845577,,,,0.788139769,0.568389013,0.184181053,0.230749556,0.058256618,0.945385837,0.826311865,0.330222344,C,A,C,E,B,P,S,M,Q
DPPN-4785774,202303,0,RETAIL,3 meses,PEN,493000,2.5606,0.074,0.0011,7,59458,360,0,29/02/2024,0.646302067,0.966076743,0.252814065,0.678608319,,0.071140396,0.979192808,0.798811859,0.325468673,0.222507525,0.577609806,0.845316771,0.363542302,A,A,A,E,A,K,G,H,J
DPPN-3346713,202401,0,PRIME,3 meses,PEN,376000,1.8118,0.067,0.0074,7,60424,360,1,28/02/2025,0.613988173,0.717012504,,0.734559532,,0.14404669,0.023349835,0.804749604,0.054638772,0.187282116,0.154439264,0.915941298,0.090214865,C,A,B,J,C,G,A,G,F
DPPN-837581,202403,0,PRIME,3 meses,PEN,172000,0.5062,0.081,0.0074,7,60600,360,1,28/02/2025,0.532755839,0.153840768,,,,0.155080926,0.051257766,0.154432159,0.792999763,0.541925404,0.015846435,0.769725646,0.73234048,B,A,E,J,A,K,G,E,T
DPPN-763783,202301,0,PRIME,3 meses,PEN,166000,0.4678,0.049,0.0074,7,60755,360,1,28/02/2025,0.288707664,0.27876686,0.901038501,0.283546422,,0.19623507,0.690891648,0.537250121,0.706327569,0.082152894,0.388853608,0.581325481,0.864574437,A,D,F,A,A,I,D,I,V
DPPN-3605006,202504,0,RETAIL,3 meses,PEN,397000,1.9462,0.039,0.0011,7,61157,360,1,29/02/2024,0.978513533,0.877465071,0.082677311,,0.959359859,0.693510588,0.669206675,0.395696237,0.674339392,0.678858366,0.862447774,0.133996188,0.844090866,A,C,C,A,B,O,N,L,B
DPPN-2793228,202412,0,RETAIL,3 meses,PEN,331000,1.5238,0.036,0.0011,7,61604,360,1,29/02/2024,0.596389496,0.023736481,,,,0.641786255,0.540045883,0.803334381,0.23319192,0.90695051,0.260587469,0.474272888,0.64204427,D,A,D,F,E,P,O,H,F
DPPN-2571834,202303,0,RETAIL,3 meses,PEN,313000,1.4086,0.08,0.0011,7,62091,360,1,29/02/2024,0.344277644,0.737345056,,0.59943788,,0.780657766,0.348352245,0.052340981,0.900689093,0.995447808,0.063748979,0.044901374,0.20528997,C,F,F,D,D,H,I,B,B
DPPN-4896471,202402,0,PRIME,3 meses,PEN,502000,2.6182,0.074,0.0074,7,62945,360,0,28/02/2025,0.500300666,0.877760624,,,,0.169049722,0.676126364,0.302551111,0.831517992,0.046603379,0.318586358,0.796789133,0.569395091,A,B,H,B,D,E,F,D,M
DPPN-1944551,202505,0,PRIME,3 meses,PEN,262000,1.0822,0.03,0.0074,7,63185,360,0,28/02/2025,0.115798142,,0.880987806,,0.964258545,0.227663855,0.311309168,0.217603014,0.303326947,0.241405521,0.568227178,0.687575934,0.591977734,A,A,D,D,D,B,L,F,X
DPPN-2129046,202408,0,RETAIL,3 meses,PEN,277000,1.1782,0.065,0.0011,7,63672,360,1,29/02/2024,0.637279384,0.945550025,,,,0.176985039,0.008734547,0.390151071,0.278624274,0.553762798,0.6064119,0.862206425,0.68217417,A,D,F,C,B,T,K,H,M
DPPN-62702,202505,0,RETAIL,3 meses,PEN,109000,0.103,0.034,0.0011,7,64883,360,1,29/02/2024,0.015322178,0.284788242,0.445088198,0.398363571,,0.388977035,0.655857475,0.402671194,0.997364028,0.286702991,0.861329334,0.19086137,0.445313083,C,F,D,C,D,M,I,K,D
DPPN-394793,202408,0,PRIME,3 meses,PEN,136000,0.2758,0.082,0.0074,7,67346,360,0,28/02/2025,0.957863808,0.449654606,0.246790827,,,0.288933069,0.339608458,0.752532389,0.97043403,0.396573801,0.069638547,0.796963022,0.633249238,C,F,E,A,C,D,Q,C,M
DPPN-1317268,202312,0,RETAIL,3 meses,PEN,211000,0.7558,0.032,0.0011,7,68172,360,0,29/02/2024,0.180582336,,,,,0.518673838,0.533133416,0.339696399,0.832947542,0.878560745,0.460900437,0.350377602,0.190619707,A,D,F,C,A,H,S,A,P
DPPN-505490,202310,0,RETAIL,3 meses,PEN,145000,0.3334,0.021,0.0011,7,68761,360,1,29/02/2024,0.780491724,,0.88118662,0.070999029,,0.706064389,0.291558074,0.450568841,0.235869968,0.829707519,0.573999365,0.292071852,0.670972352,B,B,F,B,A,N,L,D,Y
DPPN-4342986,202401,0,RETAIL,3 meses,PEN,457000,2.3302,0.021,0.0011,7,68776,360,1,29/02/2024,0.598591851,0.265821871,,,,0.656024243,0.512154558,0.949035318,0.552018057,0.425475844,0.174460754,0.364756005,0.205275382,D,B,C,I,E,O,Q,H,W
DPPN-1796955,202307,0,PRIME,3 meses,PEN,250000,1.0054,0.03,0.0074,7,69010,360,0,28/02/2025,0.342792435,0.595633632,,,,0.449758351,0.669361792,0.773349888,0.673363921,0.22312244,0.597939318,0.645208769,0.739845443,D,D,B,J,E,F,E,C,E
DPPN-985177,202402,0,PRIME,3 meses,PEN,184000,0.583,0.067,0.0074,7,69917,360,1,28/02/2025,0.673515361,0.570800934,0.844898236,,,0.347496149,0.396992489,0.212993227,0.850586964,0.728319108,0.617156736,0.044823369,0.287475061,A,C,B,L,B,A,G,G,N
DPPN-1538662,202301,0,RETAIL,3 meses,PEN,229000,0.871,0.083,0.0011,7,70996,360,0,29/02/2024,0.595417668,,,,,0.719391666,0.532569513,0.163949685,0.037062894,0.168295903,0.341683801,0.197498581,0.284359461,C,F,E,K,C,S,H,I,B
DPPN-3236016,202403,0,RETAIL,3 meses,PEN,367000,1.7542,0.041,0.0011,7,71082,360,1,29/02/2024,0.335833042,0.464223242,,,,0.147418143,0.61574255,0.15722944,0.765521719,0.630659787,0.887665036,0.91568674,0.036302507,D,C,A,J,D,M,E,A,V
DPPN-542389,202407,0,PRIME,3 meses,PEN,148000,0.3526,0.08,0.0074,7,72735,360,1,28/02/2025,0.575635942,0.512328898,0.466473169,0.208171624,,0.95306273,0.921588796,0.573583552,0.415403727,0.488227592,0.972658454,0.161752644,0.492963743,C,A,H,D,A,C,O,A,C
DPPN-3309814,202301,0,RETAIL,3 meses,PEN,373000,1.7926,0.042,0.0011,7,73556,360,0,29/02/2024,0.691099951,0.68156326,,,,0.890041694,0.531799628,0.98408417,0.311194962,0.73167842,0.578989128,0.092112579,0.962082379,B,A,A,B,D,U,Q,O,X
DPPN-874480,202512,0,RETAIL,3 meses,PEN,175000,0.5254,0.074,0.0011,7,73586,360,0,29/02/2024,0.298260729,0.104683936,,,,0.96747141,0.216325999,0.352878181,0.019660946,0.518915863,0.914974211,0.019241637,0.704228036,B,C,A,F,C,B,F,J,H
DPPN-3826400,202404,0,RETAIL,3 meses,PEN,415000,2.0614,0.025,0.0011,7,73720,360,1,29/02/2024,0.838320571,0.983156026,0.320657412,,,0.297866398,0.937828336,0.618521957,0.260805282,0.355630546,0.078340841,0.454107815,0.552521324,B,B,E,D,B,M,A,M,H
DPPN-3715703,202312,0,PRIME,3 meses,PEN,406000,2.0038,0.089,0.0074,7,73936,360,0,28/02/2025,0.562397899,,,,,0.124438731,0.498237181,0.769339729,0.340875177,0.110101719,0.52952843,0.007615387,0.500161196,C,B,D,I,E,N,S,O,N
DPPN-3531208,202505,0,RETAIL,3 meses,PEN,391000,1.9078,0.059,0.0011,7,74082,360,0,29/02/2024,0.446580257,0.621540208,0.425367485,,,0.644252339,0.662338619,0.043258694,0.611759808,0.722048224,0.83701224,0.996581935,0.389930443,C,A,H,G,E,L,G,J,J
DPPN-3199117,202507,0,PRIME,3 meses,PEN,364000,1.735,0.047,0.0074,7,75208,360,1,28/02/2025,0.34145267,,0.665680066,,,0.121491131,0.795459458,0.090620888,0.170996165,0.884699417,0.280893976,0.119336614,0.182335636,C,F,C,H,B,R,J,M,V
DPPN-1022076,202501,0,RETAIL,3 meses,PEN,187000,0.6022,0.057,0.0011,7,75737,360,0,29/02/2024,0.991975585,0.184330592,0.880765505,0.575563953,0.01685824,0.427550876,0.111227415,0.439800379,0.077709054,0.349629583,0.82911387,0.347433651,0.940531054,C,F,E,D,D,D,H,O,I
DPPN-3014622,202510,0,RETAIL,3 meses,PEN,349000,1.639,0.021,0.0011,7,78065,360,0,29/02/2024,0.895822187,0.992652262,,,,0.272082464,0.046362968,0.149209458,0.250683697,0.203524009,0.104006148,0.466106756,0.002464284,D,B,C,F,A,R,F,G,J
DPPN-3900198,202401,0,RETAIL,3 meses,PEN,421000,2.0998,0.062,0.0011,7,80298,360,0,29/02/2024,0.781134018,0.04069765,0.634506876,,,0.829385678,0.973263858,0.06484612,0.818431123,0.478570602,0.085102479,0.584008675,0.342814208,C,C,H,E,A,K,F,A,B
DPPN-1058975,202308,0,PRIME,3 meses,PEN,190000,0.6214,0.084,0.0074,7,80319,360,1,28/02/2025,0.535214249,0.568052076,0.778989554,,,0.218693639,0.718338637,0.734458692,0.527477836,0.861768316,0.866443254,0.713829695,0.022072377,A,D,G,G,B,D,B,K,K
DPPN-4933370,202304,0,RETAIL,3 meses,PEN,505000,2.6374,0.027,0.0011,7,80888,360,0,29/02/2024,0.177279623,0.881921966,0.632958695,,,0.65190862,0.329971441,0.394669823,0.925758997,0.045355507,0.380737918,0.379300307,0.678406802,B,B,F,E,D,F,C,G,E
DPPN-4490582,202502,0,RETAIL,3 meses,PEN,469000,2.407,0.051,0.0011,7,81488,360,0,29/02/2024,0.136403603,0.108306218,,0.894073106,,0.570904272,0.030354374,0.87751931,0.93090754,0.699413824,0.940105112,0.575133231,0.152492063,A,B,H,A,C,E,B,G,T
DPPN-3568107,202506,0,PRIME,3 meses,PEN,394000,1.927,0.07,0.0074,7,81861,360,0,28/02/2025,0.280438903,0.804985213,0.666288427,,,0.937680263,0.024252242,0.384991714,0.67448359,0.415382887,0.704625483,0.538495659,0.069663997,B,F,B,B,B,Q,S,C,O
DPPN-3125319,202509,0,PRIME,3 meses,PEN,358000,1.6966,0.033,0.0074,7,82504,360,1,28/02/2025,0.294487518,,,,0.366337709,0.571220988,0.838158193,0.032873907,0.297921386,0.720398695,0.893035057,0.220937157,0.009322814,C,F,B,C,E,E,A,F,V
DPPN-1501763,202304,0,PRIME,3 meses,PEN,226000,0.8518,0.059,0.0074,7,82548,360,1,28/02/2025,0.14514453,0.463078644,0.526586254,0.405560065,,0.961679166,0.067152987,0.274384102,0.165855771,0.12598827,0.121912611,0.668492742,0.506334659,C,D,F,C,E,K,N,M,G
DPPN-2461137,202302,0,PRIME,3 meses,PEN,304000,1.351,0.08,0.0074,7,82607,360,1,28/02/2025,0.063683532,0.304526392,0.058475972,0.807748962,,0.751460123,0.533292258,0.901279317,0.238661939,0.090546954,0.197231466,0.522557603,0.786543229,C,A,D,E,C,N,D,C,I
DPPN-2092147,202301,0,PRIME,3 meses,PEN,274000,1.159,0.038,0.0074,7,83929,360,0,28/02/2025,0.080905211,0.852587548,0.865793042,0.821357051,,0.980394535,0.835566804,0.067832425,0.892454138,0.551422598,0.240552266,0.915729128,0.210209332,D,B,C,B,A,T,G,D,W
DPPN-4416784,202302,0,RETAIL,3 meses,PEN,463000,2.3686,0.07,0.0011,7,85001,360,1,29/02/2024,0.920265901,0.755364598,0.92333232,0.956535643,,0.20186109,0.293467226,0.24272556,0.792922108,0.401521075,0.486532865,0.692740569,0.549018439,C,F,G,J,B,F,C,E,H
DPPN-4527481,202306,0,PRIME,3 meses,PEN,472000,2.4262,0.086,0.0074,7,85435,360,0,28/02/2025,0.868519519,0.65578806,0.041500558,,,0.036038891,0.178856641,0.850031206,0.804107205,0.602601491,0.212183589,0.439214555,0.081413353,D,B,G,K,E,I,O,M,V
DPPN-173399,202505,0,PRIME,3 meses,PEN,118000,0.1606,0.074,0.0074,7,90312,360,0,28/02/2025,0.194713531,,,,,0.516824619,0.252239504,0.047538787,0.603865257,0.140284485,0.065498063,0.914395854,0.085854937,B,D,B,E,A,I,D,J,G
DPPN-4158491,202405,0,PRIME,3 meses,PEN,442000,2.2342,0.054,0.0074,7,90667,360,0,28/02/2025,0.472878945,0.686586195,0.955523979,0.68357519,,0.650463651,0.061842262,0.637898134,0.61898375,0.355744208,0.106722116,0.285046497,0.352436645,A,A,F,F,E,D,E,G,B
DPPN-726884,202305,0,RETAIL,3 meses,PEN,163000,0.4486,0.03,0.0011,7,90902,360,0,29/02/2024,0.374727351,0.734655897,0.298941478,,,0.780673248,0.178207881,0.961936433,0.412167064,0.818791067,0.857974781,0.386209236,0.030201078,B,D,D,L,C,U,K,E,Q
DPPN-3051521,202409,0,PRIME,3 meses,PEN,352000,1.6582,0.075,0.0074,7,91356,360,0,28/02/2025,0.235604497,0.217705654,0.145643212,,,0.021891794,0.528384013,0.344293407,0.935287609,0.465743033,0.87520212,0.385610651,0.266750542,A,F,H,A,D,A,J,O,S
DPPN-2608733,202408,0,PRIME,3 meses,PEN,316000,1.4278,0.027,0.0074,7,93429,360,1,28/02/2025,0.523310687,0.799598297,0.18886105,0.486748102,,0.674480045,0.844301149,0.463426251,0.789645272,0.666803264,0.739227773,0.50730686,0.531579718,D,C,G,L,C,H,J,G,X
DPPN-4047794,202506,0,RETAIL,3 meses,PEN,433000,2.1766,0.086,0.0011,7,94448,360,1,29/02/2024,0.319983656,0.970981152,,,0.981727216,0.990449142,0.870402435,0.261994345,0.450383223,0.058396593,0.624129886,0.930186507,0.061221911,A,C,G,F,C,O,P,M,T
DPPN-3162218,202304,0,RETAIL,3 meses,PEN,361000,1.7158,0.076,0.0011,7,94716,360,0,29/02/2024,0.081575859,0.702522355,0.275278407,,,0.823361984,0.732952049,0.221779725,0.139243568,0.121956864,0.892672992,0.452249058,0.073427445,A,A,D,H,D,T,R,H,S
DPPN-1169672,202303,0,RETAIL,3 meses,PEN,199000,0.679,0.027,0.0011,7,95899,360,1,29/02/2024,0.297285662,0.701960803,0.846151831,0.810430892,,0.239085803,0.645260998,0.036959237,0.400377733,0.222655704,0.721309255,0.556420428,0.246452039,B,F,G,G,A,G,G,K,N
DPPN-4822673,202306,0,PRIME,3 meses,PEN,496000,2.5798,0.031,0.0074,7,96718,360,0,28/02/2025,0.836168039,,0.707632029,0.470577886,0.923175638,0.632034753,0.957603113,0.338062822,0.419641103,0.23661098,0.071675596,0.864700207,0.155973154,A,B,F,D,B,D,J,H,H
DPPN-4379885,202301,0,PRIME,3 meses,PEN,460000,2.3494,0.079,0.0074,7,96962,360,1,28/02/2025,0.803853054,,0.103593401,,,0.77402579,0.693270107,0.240138556,0.823217537,0.282727002,0.510524568,0.029575829,0.810938416,B,B,B,A,A,U,E,G,A
DPPN-616187,202503,0,PRIME,3 meses,PEN,154000,0.391,0.059,0.0074,7,97288,360,0,28/02/2025,0.368675042,,,0.376608995,,0.441696726,0.655026239,0.262073528,0.101234933,0.40163235,0.476280861,0.97247451,0.455040044,C,D,G,F,B,M,S,F,O
